,url,headline,details,date
6,https://www.reuters.com//article/uk-factcheck-qanon-military-theories/fact-check-no-evidence-to-support-qanon-claims-of-mass-arrests-military-takeover-illegitimacy-of-bidens-presidency-or-trumps-return-to-power-idUSKBN29R1ZA,"Fact check: No evidence to support QAnon claims of mass arrests, military takeover, illegitimacy of Biden’s presidency or Trump’s return to power","Social media users have been sharing posts that make various claims related to the QAnon conspiracy theory, including that Martial Law and the Insurrection Act have been invoked; power has been transferred from outgoing President Trump to the military, not President Joe Biden; there have been mass arrests; Biden is not President; and Trump will come back to power on March 4th. There is no evidence to support any of these claims, linked to the widely debunked QAnon conspiracy theory.",22-01-2021
7,https://www.reuters.com//article/uk-factcheck-harris-bible-not-purse/fact-check-kamala-harris-did-rest-her-hand-on-the-bible-when-sworn-in-as-vice-president-idUSKBN29R1U6,Fact check: Kamala Harris did rest her hand on the Bible when sworn in as vice president,"Users on social media are making the claim that U.S. Vice President Kamala Harris did not place her hand on the Bible but on a purse or a glove when sworn in on Jan. 20, invalidating her oath. This is false, as other angles show she had her hand on a Bible. ",22-01-2021
8,https://www.reuters.com//article/uk-factcheck-vaccine/fact-check-covid-19-vaccines-will-not-make-people-test-positive-for-the-disease-idUSKBN29Q302,Fact check: COVID-19 vaccines will not make people test positive for the disease,"A 56-minute video in which a doctor claims to tell “the truth about CV19 vaccine” contains various misleading claims, including that vaccines will make people test positive for COVID-19, thereby artificially increasing the number of new cases; that the disease was renamed as part of a cover-up; and that there are proven effective treatments for COVID-19 that the media is ignoring. There are numerous other claims in the video that are outside the scope of this fact check.",21-01-2021
9,https://www.reuters.com//article/uk-factcheck-national-guard-back-biden/fact-check-national-guard-did-not-turn-their-backs-on-biden-motorcade-video-shows-standard-protocol-idUSKBN29Q2YX,"Fact check: National Guard did not ‘turn their backs’ on Biden motorcade, video shows standard protocol","Social media users have been sharing a video shot from a vehicle that shows some National Guard soldiers facing away from the road as Biden’s motorcade drives past them. The users claim that the National Guard has “turned their backs” on Biden, suggesting that this action is a display to show their rejection of the President. Their positioning, however, is standard protocol for this sort of duty.",21-01-2021
0,https://www.reuters.com//article/uk-factcheck-cytokine/fact-check-there-is-no-evidence-that-mrna-vaccines-would-cause-recipients-to-suffer-from-a-cytokine-storm-idUSKBN29Q2UT,Fact check: There is no evidence that mRNA vaccines would cause recipients to suffer from a ‘cytokine storm’,A post containing a lengthy quote allegedly written by an immunologist contains several false and unsupported claims over the use of mRNA vaccines.,21-01-2021
1,https://www.reuters.com//article/uk-factcheck-manchester-hospital/fact-check-manchester-video-does-not-contradict-media-reports-that-hospitals-are-at-capacity-idUSKBN29Q2O1,Fact check: Manchester video does not contradict media reports that hospitals are at capacity,A video said to be filmed at Manchester Royal Infirmary claims that hospitals are empty during the pandemic and that media reports suggesting otherwise are dishonest. This is incorrect: news outlets have covered the real pressure being experienced by UK hospitals.,21-01-2021
2,https://www.reuters.com//article/uk-factcheck-trump-note-biden/fact-check-trump-did-leave-presidential-note-for-biden-idUSKBN29Q1JD,Fact check: Trump did leave presidential note for Biden,"Update Jan. 21, 2021: Including statement from Press Secretary for First Lady Jill Biden in paragraph 6.",21-01-2021
3,https://www.reuters.com//article/uk-factcheck-altered-video-military-band/fact-check-military-band-did-not-play-hit-the-road-jack-outside-the-white-house-during-trumps-final-hours-as-president-idUSKBN29Q2G4,Fact check: Military band did not play ‘Hit the Road Jack’ outside the White House during Trump’s final hours as president,"A video viewed over 3.7 million times on Twitter allegedly shows a military band playing ‘Hit the Road Jack’ outside the White House, ahead of President Donald Trump’s departure. This is false: the video has been digitally altered to include the song.",21-01-2021
4,https://www.reuters.com//article/uk-factcheck-oval-office-altered-photo/fact-check-photo-does-not-show-oval-office-being-fumigated-after-trumps-departure-idUSKBN29Q2F2,Fact check: Photo does not show Oval Office being fumigated after Trump’s departure,"A photo allegedly showing a crew fumigating the White House’s Oval Office after the departure of former President Donald Trump has circulated online. However, the image was digitally altered and is from 2017.",21-01-2021
5,https://www.reuters.com//article/uk-fact-check-obama-and-pelosi-fox-news/fact-check-fox-news-screenshot-reading-nancy-pelosi-admits-cheating-and-barack-obama-was-arrested-is-digitally-altered-idUSKBN29Q2AT,Fact check: Fox News screenshot reading ‘Nancy Pelosi admits cheating’ and ‘Barack Obama was arrested’ is digitally altered,"In the days leading up to U.S. President Joe Biden’s inauguration on Jan. 20, 2021, some social media users shared an alleged Fox News still with text that reads: “Nancy Pelosi admits cheating” and “Barack Obama was arrested.” The image shows House Speaker Nancy Pelosi handcuffed and surrounded by FBI agents juxtaposed with former President Barack Obama stepping out of a car. The image is photoshopped, as Fox News has not reported either the comments attributed to Pelosi or the arrest of Obama, ",21-01-2021
6,https://www.reuters.com//article/uk-factcheck-telegram-fake-hyten/fact-check-gen-hyten-vice-chairman-of-the-u-s-joint-chiefs-of-staff-does-not-have-a-telegram-account-idUSKBN29Q29P,"Fact check: Gen. Hyten, vice chairman of the U.S. Joint Chiefs of Staff, does not have a Telegram account","Ahead of President Joe Biden’s inauguration, some users on social media shared screengrabs of messages allegedly posted in a Telegram channel by General John Hyten, vice chairman of the U.S. Joint Chiefs of Staff. The channel, whose rhetoric alludes to key tenets of the conspiracy theory QAnon, does not belong to Hyten. A spokeswoman for Hyten told Reuters the general does not have any social media accounts.",21-01-2021
7,https://www.reuters.com//article/uk-factcheck-letter/fact-check-joe-you-know-i-won-letter-from-trump-is-not-real-idUSKBN29Q1N7,"Fact check: ‘Joe, you know I won’ letter from Trump is not real","A picture of a letter purportedly left by former President Donald Trump for new President Joe Biden has been shared thousands of times online. The letter in the picture reads: “Joe, you know I won.” While Trump did leave a letter for Biden, there are signs this apparent letter is a hoax.",21-01-2021
8,https://www.reuters.com//article/uk-factcheck-nancypelosi-marshals/fact-check-pictures-show-nancy-pelosi-at-impeachment-hearing-not-arrest-idUSKBN29M0PK,"Fact check: Pictures show Nancy Pelosi at impeachment hearing, not arrest","Videos on social media claim House Speaker Nancy Pelosi was accompanied into custody by U.S. Marshals because she was arrested. The photographs show Pelosi walking through the Capitol in Washington on the day the article of impeachment against U.S. President Donald Trump was signed on Jan. 13, 2021. Pelosi has not been arrested and attended a conference two days later.",20-01-2021
9,https://www.reuters.com//article/uk-factcheck-questions/fact-check-facebook-post-omits-key-information-in-questions-over-severity-of-covid-19-pandemic-idUSKBN29P2RR,Fact check: Facebook post omits key information in questions over severity of COVID-19 pandemic,A ‘copy and paste’ Facebook status that misleads social media users about the impact of the coronavirus pandemic has circulated online.,20-01-2021
0,https://www.reuters.com//article/uk-factcheck-norway/fact-check-discussion-of-deaths-in-elderly-vaccine-recipients-in-norway-lacks-context-idUSKBN29P2R1,Fact check: Discussion of deaths in elderly vaccine recipients in Norway lacks context,A social media post has been shared thousands of times claiming the ‘mainstream media’ were ‘silent’ after 23 elderly people died in Norway after receiving the Pfizer COVID-19 vaccine.,20-01-2021
1,https://www.reuters.com//article/uk-factcheck-swabs/fact-check-a-video-of-a-swab-used-for-covid-19-tests-does-not-show-that-the-material-is-alive-idUSKBN29P2Q5,Fact check: A video of a swab used for COVID-19 tests does not show that the material is ‘alive’,"A video watched more than 34,000 times, in which a person rips apart the material from what is described as a COVID-19 test swab, includes several false claims - such as that the material is “alive” or is made from ""Morgellons,"" a theoretical material associated with an unproven medical condition.",20-01-2021
